Product,Price,Rating,Reviews,Link
"Acer [Smartchoice Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","₹26,990",4.6,"6,546",https://www.amazon.in/Acer-Smartchoice-Premium-Windows-AL15-41/dp/B0CWTSF1TK/ref=sr_1_20?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.sha9-Imp0QKJjf0WDiQpCqcJEckxdidl6rqjzt9VGdD6PNcsrmPNbP0eIcNRqLtlrdn1AIJSTzizEo-xyRuuBg-QdTrBfP3t0J1KxCeyaHJjIIilZufZdBKZDApsgX4d97VopNwc_kJfM6xcTBhOkwbZKim8LIR7cO-JrU80ZSj3swsfo0I32ZnbIeVSubAaXXGZZ19QZN9lhx0Dr5uKt00cQaW_LEc4msf50tA5FKE.oKm2VI_ZeJU2ukJM-WgsWj6xEIrFBhGwwjdprFbPUzk&dib_tag=se&keywords=laptop&qid=1743100506&sprefix=laptop%2Caps%2C274&sr=8-20
"Dell G15-5530 Gaming Laptop, Intel Core i5-13450HX Processor, 16GB DDR5, 512GB,NVIDIA RTX 3050,6GB GDDR6, 15.6"" (39.62cm) FHD 120Hz 250 nits, Backlit KB Orange,Windows 11 + MSO'21,Dark Shadow, 2.65kg","₹75,990",N/A,N/A,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNzQwMzQ2NTIyOTk3Mjc0OjE3NDMxMDA1MDY6c3BfYnRmOjMwMDQzODAzMTk0MDgzMjo6MDo6&url=%2FDell-G15-5530-Gaming-i5-13450HX-Processor%2Fdp%2FB0CRKX3JRT%2Fref%3Dsr_1_21_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.sha9-Imp0QKJjf0WDiQpCqcJEckxdidl6rqjzt9VGdD6PNcsrmPNbP0eIcNRqLtlrdn1AIJSTzizEo-xyRuuBg-QdTrBfP3t0J1KxCeyaHJjIIilZufZdBKZDApsgX4d97VopNwc_kJfM6xcTBhOkwbZKim8LIR7cO-JrU80ZSj3swsfo0I32ZnbIeVSubAaXXGZZ19QZN9lhx0Dr5uKt00cQaW_LEc4msf50tA5FKE.oKm2VI_ZeJU2ukJM-WgsWj6xEIrFBhGwwjdprFbPUzk%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100506%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Acer Aspire Lite, Intel Core i3-1305U, 13th Gen, 16GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop","₹34,988",N/A,N/A,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNzQwMzQ2NTIyOTk3Mjc0OjE3NDMxMDA1MDY6c3BfYnRmOjMwMDQzNzkzMDYzNDQzMjo6MDo6&url=%2Fi3-1305U-39-62cm-Windows-AL15-53-Premium%2Fdp%2FB0DKK15M2P%2Fref%3Dsr_1_22_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.sha9-Imp0QKJjf0WDiQpCqcJEckxdidl6rqjzt9VGdD6PNcsrmPNbP0eIcNRqLtlrdn1AIJSTzizEo-xyRuuBg-QdTrBfP3t0J1KxCeyaHJjIIilZufZdBKZDApsgX4d97VopNwc_kJfM6xcTBhOkwbZKim8LIR7cO-JrU80ZSj3swsfo0I32ZnbIeVSubAaXXGZZ19QZN9lhx0Dr5uKt00cQaW_LEc4msf50tA5FKE.oKm2VI_ZeJU2ukJM-WgsWj6xEIrFBhGwwjdprFbPUzk%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100506%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Apple MacBook Air Laptop: Apple M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey","₹62,990",N/A,N/A,https://aax-eu.amazon.in/x/c/JESIY9Del91rPr0S7gVBHkkAAAGV2OLwkAMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICDkBfSI/clv1_CEuOPUxokZA0iHrVYMYtwXr2HkAgbaFwqq0j6Ba32u5O8X8KnBT3SPw18HHz9hvVjq0yzpNb3X7OfU2LA3tEJkhhbwfPJpHMCAQTXGVsYWaMEb1FxYgc6JJGZySDoB4I8xkbr4Br3LDDtb7dNJzdHJ36yMS3r641hZbX5BdUmX-TtL2LkRJjARjlbtq0aul2WjURbJnDhYtDByosK9hSfeAQh46plcUsGR_YO9xj3QYPrYhyg725A00ugAazyVxAXSeoLebJsFxjyQkFMt9rKk3-N1CbozbBIv-27fLJZLYSeG2ZjZmJ5R-Sfj_7JKDk_-kf8DsGPxu27emhJfaZGepVy-pfXxUzv65BjxYHevo1DwkjymimBqozTjVkQla2qA/https://www.amazon.in/Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.3353ca56-2043-45f1-9c2e-99dccef31d9d%3Aamzn1.sym.3353ca56-2043-45f1-9c2e-99dccef31d9d&crid=W4U3VV61SVAS&cv_ct_cx=laptop&keywords=laptop&pd_rd_i=B08N5W4NNB&pd_rd_r=08ceca8c-542b-450c-8f3f-0ed48f13b7ab&pd_rd_w=xZxfi&pd_rd_wg=Ura6Z&pf_rd_p=3353ca56-2043-45f1-9c2e-99dccef31d9d&pf_rd_r=YNSJ66SKH3FHAXFE8MA3&qid=1743100506&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=laptop%2Caps%2C274&sr=1-1-f1821008-9dea-4812-b2b6-4a6e4a4f2d55
"Acer Aspire 3D 15 SpatialLabs Edition Gaming Laptop Intel Core i5-13420H Processor (16GB/512GB/NVIDIA RTX2050/Win11Home) A3D15-71GM, 39.6 cm(15.6"") UHD 3840 x 2160 IPS Display, Obsidian Black, 2.32KG","₹1,49,990",3.8,244,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODMxMDcxNTU3MjcyOTY4OjE3NDMxMDA1MTM6c3BfYXRmX25leHQ6MzAwNDg3NTU5ODM4NTMyOjowOjo&url=%2FAcer-SpatialLabs-i5-13420H-Processor-A3D15-71GM%2Fdp%2FB0D8BPBZY1%2Fref%3Dsr_1_17_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.FsRBCfIDCqc74l5-TlLGSLRPbiAE3YxNE0k1CwZJxS3GjHj071QN20LucGBJIEps.r1MLhlQMHvHP7-QKLIhoZsMFBAipOBnhe6jhwp-mHns%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100513%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-17-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer Aspire 3 Intel Core i3-1305U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (16 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Win11 Home/65W) A324-53, Steel Gray, 1.45KG","₹33,990",4.2,703,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODMxMDcxNTU3MjcyOTY4OjE3NDMxMDA1MTM6c3BfYXRmX25leHQ6MzAwNTEwNzMzMDkzNDMyOjowOjo&url=%2FAcer-i3-1305U-Processor-LED-Backlit-A324-53%2Fdp%2FB0DMFBS37T%2Fref%3Dsr_1_18_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.FsRBCfIDCqc74l5-TlLGSLRPbiAE3YxNE0k1CwZJxS3GjHj071QN20LucGBJIEps.r1MLhlQMHvHP7-QKLIhoZsMFBAipOBnhe6jhwp-mHns%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100513%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-18-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"ASUS Vivobook 15, Intel Core i3-1215U, 8GB RAM, 512GB SSD, FHD 16:9 60Hz 250nits, 15.6""/39.6cm, Windows 11 Home, Office 2021, Cool Silver, 1.7KG, X1504ZA-NJ320WS, Intel UHD Graphics, Backlit Laptop","₹32,990",4.6,"6,546",https://www.amazon.in/ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_19?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.FsRBCfIDCqc74l5-TlLGSLRPbiAE3YxNE0k1CwZJxS3GjHj071QN20LucGBJIEps.r1MLhlQMHvHP7-QKLIhoZsMFBAipOBnhe6jhwp-mHns&dib_tag=se&keywords=laptop&qid=1743100513&sprefix=laptop%2Caps%2C274&sr=8-19&xpid=wA2qvawD06ogv
"HP 15s,12th Gen Intel Core i3-1215U, 8GB DDR4, 512 GB SSD(Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6inch(39.6Cm), FHD Laptop, Intel UHD Graphics, Dual Speakers, HD Camera, fy5006tu","₹33,999",4.3,29,https://www.amazon.in/HP-i3-1215U-Anti-Glare-15-6inch-Graphics/dp/B0CJBL2QWY/ref=sr_1_20?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.FsRBCfIDCqc74l5-TlLGSLRPbiAE3YxNE0k1CwZJxS3GjHj071QN20LucGBJIEps.r1MLhlQMHvHP7-QKLIhoZsMFBAipOBnhe6jhwp-mHns&dib_tag=se&keywords=laptop&qid=1743100513&sprefix=laptop%2Caps%2C274&sr=8-20&xpid=wA2qvawD06ogv
"Lenovo V15 15.6'' FHD Laptop, 12th Gen Intel Core i5-1235U, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11, MS Office, 1YR On-site Warranty + 1 Year Accidental Damage Protection, Iron Grey","₹41,990",N/A,N/A,https://www.amazon.in/Lenovo-i5-1235U-Graphics-Accidental-Protection/dp/B08KQK6WWZ/ref=sr_1_21?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.FsRBCfIDCqc74l5-TlLGSLRPbiAE3YxNE0k1CwZJxS02W3UsbfMJ5OI7opFyvBk9dhXau2kThICpOmI-VDsQp6m4tgEkzQhF18hFFg-HaFh-9ndMV74BzTFcGX0yIRcOKOvpjljCWnCXwns-rQRmXOlppzqMxa_KYa_c2V_LU1_SGynKdax0eAazjQwxxyv8EicqOcDOMc32QyxKSM8NT4QtIBYqJRZqokNJahFQc_s.qxK7CH3BARYr5P8rXOwLuFZ4Rv0V-AobMAisBSLw-cM&dib_tag=se&keywords=laptop&qid=1743100513&sprefix=laptop%2Caps%2C274&sr=8-21&xpid=wA2qvawD06ogv
"Acer Aspire 3D 15 SpatialLabs Edition Gaming Laptop Intel Core i5-13420H Processor (16GB/512GB/NVIDIA RTX2050/Win11Home) A3D15-71GM, 39.6 cm(15.6"") UHD 3840 x 2160 IPS Display, Obsidian Black, 2.32KG","₹1,49,990",2.7,7,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODMxMjE1OTM5MTA1MTc4OjE3NDMxMDA1MTY6c3BfYXRmX25leHQ6MzAwNDg3NTU5ODM4NTMyOjowOjo&url=%2FAcer-SpatialLabs-i5-13420H-Processor-A3D15-71GM%2Fdp%2FB0D8BPBZY1%2Fref%3Dsr_1_33_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.1C2g_95Y6-eyaPZs9Keg7yH9w7rOLNGGxvKa2Or9hPnGjHj071QN20LucGBJIEps.Znt6tFg1mNDwRApVd6dk6eWNe8d8z-uBxGLn4meV4Vs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100516%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-33-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer Aspire 3 Intel Core i3-1305U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Win11 Home/65W) A324-53, Steel Gray, 1.45KG","₹31,988",3.9,815,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODMxMjE1OTM5MTA1MTc4OjE3NDMxMDA1MTY6c3BfYXRmX25leHQ6MzAwNDM3OTMwNjM0NTMyOjowOjo&url=%2FAcer-i3-1305U-Processor-LED-Backlit-A324-53%2Fdp%2FB0DMFBQ9MY%2Fref%3Dsr_1_34_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.1C2g_95Y6-eyaPZs9Keg7yH9w7rOLNGGxvKa2Or9hPnGjHj071QN20LucGBJIEps.Znt6tFg1mNDwRApVd6dk6eWNe8d8z-uBxGLn4meV4Vs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100516%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-34-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP 255 G9 Ryzen 3 Dual Core AMD Ryzen™ 3 Processor 3250U - (8 GB/512 GB SSD/AMD Radeon Graphics) 9H237PT Thin and Light Laptop (15.6 inch, Black, 1.47 kg)","₹23,979",3.9,101,https://www.amazon.in/HP-255-G9-RyzenTM-Processor/dp/B0DMSNR4GG/ref=sr_1_35?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.1C2g_95Y6-eyaPZs9Keg7yH9w7rOLNGGxvKa2Or9hPnGjHj071QN20LucGBJIEps.Znt6tFg1mNDwRApVd6dk6eWNe8d8z-uBxGLn4meV4Vs&dib_tag=se&keywords=laptop&qid=1743100516&sprefix=laptop%2Caps%2C274&sr=8-35&xpid=wA2qvawD06ogv
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15.6"" (39.62cm) FHDIPS300 Nits Thin&Light Laptop (16GB/512GB SSD/Intel UHDGraphics/Win11/Office Home 2024/1YrADP Free/ARCTIC-Grey/1.6Kg), 83EM00GTIN","₹66,690",N/A,N/A,https://www.amazon.in/Lenovo-i7-13620H-UHDGraphics-ARCTIC-Grey-83EM00GTIN/dp/B0DL5N2TFC/ref=sr_1_36?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.1C2g_95Y6-eyaPZs9Keg7yH9w7rOLNGGxvKa2Or9hPnGjHj071QN20LucGBJIEps.Znt6tFg1mNDwRApVd6dk6eWNe8d8z-uBxGLn4meV4Vs&dib_tag=se&keywords=laptop&qid=1743100516&sprefix=laptop%2Caps%2C274&sr=8-36&xpid=wA2qvawD06ogv
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, 8GB RAM, 512GB SSD, FHD, 14""/35.56cm, Windows 11, Office 2021, Black, 1.38KG, E1404FA-NK325WS, 42WHr, Thin and Light Laptop","₹29,990",N/A,N/A,https://www.amazon.in/ASUS-Vivobook-Laptop-Office-E1404FA-NK325WS/dp/B0CCPC5DTD/ref=sr_1_37?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.1C2g_95Y6-eyaPZs9Keg7yH9w7rOLNGGxvKa2Or9hPnGjHj071QN20LucGBJIEps.Znt6tFg1mNDwRApVd6dk6eWNe8d8z-uBxGLn4meV4Vs&dib_tag=se&keywords=laptop&qid=1743100516&sprefix=laptop%2Caps%2C274&sr=8-37&xpid=wA2qvawD06ogv
"Acer Aspire 3D 15 SpatialLabs Edition Gaming Laptop Intel Core i5-13420H Processor (16GB/512GB/NVIDIA RTX2050/Win11Home) A3D15-71GM, 39.6 cm(15.6"") UHD 3840 x 2160 IPS Display, Obsidian Black, 2.32KG","₹1,49,990",3.9,367,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODQ1MTc1MDk2OTc1MDY6MTc0MzEwMDUyMDpzcF9hdGZfbmV4dDozMDA0ODc1NTk4Mzg1MzI6OjA6Og&url=%2FAcer-SpatialLabs-i5-13420H-Processor-A3D15-71GM%2Fdp%2FB0D8BPBZY1%2Fref%3Dsr_1_49_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.GvokmtEIRMWYtdneRhYGVYdT-V85JaTyN1UtT-7xph_GjHj071QN20LucGBJIEps.HhrPnLjPDjHZ6r37_yXC5vbYF852v7-NU6IB1ymQoh8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100520%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-49-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer Aspire 3 Intel Core i3-1305U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Win11 Home/65W) A324-53, Steel Gray, 1.45KG","₹31,988",2.5,4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODQ1MTc1MDk2OTc1MDY6MTc0MzEwMDUyMDpzcF9hdGZfbmV4dDozMDA0Mzc5MzA2MzQ1MzI6OjA6Og&url=%2FAcer-i3-1305U-Processor-LED-Backlit-A324-53%2Fdp%2FB0DMFBQ9MY%2Fref%3Dsr_1_50_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.GvokmtEIRMWYtdneRhYGVYdT-V85JaTyN1UtT-7xph_GjHj071QN20LucGBJIEps.HhrPnLjPDjHZ6r37_yXC5vbYF852v7-NU6IB1ymQoh8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100520%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-50-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP 15, 12th Gen Intel Core i5-1235U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu","₹52,990",4.1,"1,934",https://www.amazon.in/HP-Keyboard-15-6-inch-fy5009TU-fd0111tu/dp/B0D4M66F6R/ref=sr_1_51?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.GvokmtEIRMWYtdneRhYGVYdT-V85JaTyN1UtT-7xph_GjHj071QN20LucGBJIEps.HhrPnLjPDjHZ6r37_yXC5vbYF852v7-NU6IB1ymQoh8&dib_tag=se&keywords=laptop&qid=1743100520&sprefix=laptop%2Caps%2C274&sr=8-51&xpid=wA2qvawD06ogv
"ASUS ROG Zephyrus G16, Gaming Laptop, Intel Core Ultra 9 185H, Built-in AI, NVIDIA GeForce RTX 4070,16"" 2.5K QHD+ (40.64cm) 240Hz (32GB/1TB SSD/Win 11/Office 2021/Grey/1.85 kg), GU605MI-QP253WS","₹2,09,990",N/A,N/A,https://www.amazon.in/ASUS-Zephyrus-GeForce-40-64cm-GU605MI-QP253WS/dp/B0D25W99M1/ref=sr_1_52?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.GvokmtEIRMWYtdneRhYGVYdT-V85JaTyN1UtT-7xph_GjHj071QN20LucGBJIEps.HhrPnLjPDjHZ6r37_yXC5vbYF852v7-NU6IB1ymQoh8&dib_tag=se&keywords=laptop&qid=1743100520&sprefix=laptop%2Caps%2C274&sr=8-52&xpid=wA2qvawD06ogv
"HP 15, 13th Gen Intel Core i3-1315U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Grey, 1.59kg), Anti-Glare, Micro-Edge,15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, 1080p FHD Camera, fd0006TU","₹39,390",N/A,N/A,https://www.amazon.in/HP-i3-1315U-Anti-Glare-Micro-Edge-15-6-inch/dp/B0C3RF3HT3/ref=sr_1_53?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.GvokmtEIRMWYtdneRhYGVYdT-V85JaTyN1UtT-7xph_GjHj071QN20LucGBJIEps.HhrPnLjPDjHZ6r37_yXC5vbYF852v7-NU6IB1ymQoh8&dib_tag=se&keywords=laptop&qid=1743100520&sprefix=laptop%2Caps%2C274&sr=8-53&xpid=wA2qvawD06ogv
"Acer Aspire 3D 15 SpatialLabs Edition Gaming Laptop Intel Core i5-13420H Processor (16GB/512GB/NVIDIA RTX2050/Win11Home) A3D15-71GM, 39.6 cm(15.6"") UHD 3840 x 2160 IPS Display, Obsidian Black, 2.32KG","₹1,49,990",4.0,115,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODU0Nzc2OTQ2NTg3MDE2OjE3NDMxMDA1MjI6c3BfYXRmX25leHQ6MzAwNDg3NTU5ODM4NTMyOjowOjo&url=%2FAcer-SpatialLabs-i5-13420H-Processor-A3D15-71GM%2Fdp%2FB0D8BPBZY1%2Fref%3Dsr_1_65_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.jvkNHLLUTwo0Yp5UWPB6RkgL57PjS5b9jT28x1ztsrjGjHj071QN20LucGBJIEps.2-1bqsnJa5_GF2jWH5__u8cqxwvMzfF7-pbQyYxfDAI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100522%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-65-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer Aspire 3 Intel Core i3-1305U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Win11 Home/65W) A324-53, Steel Gray, 1.45KG","₹31,988",3.4,265,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODU0Nzc2OTQ2NTg3MDE2OjE3NDMxMDA1MjI6c3BfYXRmX25leHQ6MzAwNDM3OTMwNjM0NTMyOjowOjo&url=%2FAcer-i3-1305U-Processor-LED-Backlit-A324-53%2Fdp%2FB0DMFBQ9MY%2Fref%3Dsr_1_66_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.jvkNHLLUTwo0Yp5UWPB6RkgL57PjS5b9jT28x1ztsrjGjHj071QN20LucGBJIEps.2-1bqsnJa5_GF2jWH5__u8cqxwvMzfF7-pbQyYxfDAI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100522%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-66-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP 15s,12th Gen Intel Core i3-1215U, 8GB DDR4, 256GB SSD, Anti-Glare, Micro-Edge, 15.6-inch(39.6cm) FHD Laptop, Intel UHD Graphics, Full-Size KB (Win 11, Office 21, Silver, 1.69kg) fy5010tu","₹30,999",3.9,186,https://www.amazon.in/HP-Anti-Glare-Micro-Edge-15-6-inch-Full-Size/dp/B0D4M15QMW/ref=sr_1_67?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.jvkNHLLUTwo0Yp5UWPB6RkgL57PjS5b9jT28x1ztsrjGjHj071QN20LucGBJIEps.2-1bqsnJa5_GF2jWH5__u8cqxwvMzfF7-pbQyYxfDAI&dib_tag=se&keywords=laptop&qid=1743100522&sprefix=laptop%2Caps%2C274&sr=8-67&xpid=wA2qvawD06ogv
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","₹22,990",N/A,N/A,https://www.amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_68?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.jvkNHLLUTwo0Yp5UWPB6RkgL57PjS5b9jT28x1ztsrjGjHj071QN20LucGBJIEps.2-1bqsnJa5_GF2jWH5__u8cqxwvMzfF7-pbQyYxfDAI&dib_tag=se&keywords=laptop&qid=1743100522&sprefix=laptop%2Caps%2C274&sr=8-68&xpid=wA2qvawD06ogv
"HP [Smart Choice Omen Gaming Laptop, AMD Ryzen 7 7840Hs, 8GB RTX 4060 GPU, 16.1""(40.9 Cm), FHD, IPS, 165 Hz, 300 Nits, 16GB DDR5, 1Tb SSD, RGB Kb, 7Ms Response Time (Win 11, Black, 2.32 Kg),Xd0020Ax","₹1,10,990",N/A,N/A,https://www.amazon.in/Choice-HP-Gaming-Response-xd0020AX/dp/B0CCVZP835/ref=sr_1_69?crid=W4U3VV61SVAS&dib=eyJ2IjoiMSJ9.jvkNHLLUTwo0Yp5UWPB6RkgL57PjS5b9jT28x1ztsrjGjHj071QN20LucGBJIEps.2-1bqsnJa5_GF2jWH5__u8cqxwvMzfF7-pbQyYxfDAI&dib_tag=se&keywords=laptop&qid=1743100522&sprefix=laptop%2Caps%2C274&sr=8-69&xpid=wA2qvawD06ogv
"Acer Aspire 3D 15 SpatialLabs Edition Gaming Laptop Intel Core i5-13420H Processor (16GB/512GB/NVIDIA RTX2050/Win11Home) A3D15-71GM, 39.6 cm(15.6"") UHD 3840 x 2160 IPS Display, Obsidian Black, 2.32KG","₹1,49,990",4.0,33,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTU4MTAwODcyODI5NDU0OjE3NDMxMDA1MjU6c3BfYXRmX25leHQ6MzAwNDg3NTU5ODM4NTMyOjowOjo&url=%2FAcer-SpatialLabs-i5-13420H-Processor-A3D15-71GM%2Fdp%2FB0D8BPBZY1%2Fref%3Dsr_1_81_sspa%3Fcrid%3DW4U3VV61SVAS%26dib%3DeyJ2IjoiMSJ9.wJZirLw6rPko6VkhugUEkryG6GcfOvIxcY8Ir8091gXGjHj071QN20LucGBJIEps.4mg9yHdXqyOZ_HdLzrj8VPksDtBgNK1uY5UV83xa0pQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1743100525%26sprefix%3Dlaptop%252Caps%252C274%26sr%3D8-81-spons%26xpid%3DwA2qvawD06ogv%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
